,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Age,Visibility_p_MRP,Item_Identifier_Categories
568,FDD40,1.7493071681863543,Regular,-0.9945901039703592,Dairy,0.8530947897072344,OUT049,1999,Medium,Tier 1,Supermarket Type1,3848.324,25,7.632725140920747e-05,FD
569,FDT08,0.18750073470004458,Low Fat,-0.3258800368372884,Fruits and Vegetables,0.128666070500357,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2097.27,22,0.00033098429582899903,FD
570,FDO22,0.152005133938992,Regular,-0.9336510890107882,Snack Foods,-0.9538370669248588,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,639.168,17,0.0002201148585714986,FD
571,NCM41,0.8619171491600419,Low Fat,-0.587865319125546,Health and Hygiene,-0.7769340634405144,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,15,0.0003865723448365223,NC
572,FDJ21,0.9092446168414451,Regular,-0.5334969087843596,Snack Foods,0.08860274324066725,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2770.3938,22,0.0002635063292521613,FD
573,FDC53,-0.9885868371828282,Low Fat,-1.109808489282158,Frozen Foods,-0.6624931081000248,OUT018,2009,Medium,Tier 3,Supermarket Type2,295.6152,15,8.894956205433414e-05,FD
574,DRK35,0.0,Low Fat,1.156355189005204,Hard Drinks,-1.6820267414164163,OUT019,1985,Small,Tier 1,Grocery Store,37.9506,39,0.0034701201635283277,DR
575,FDQ09,-1.3305277911809672,Low Fat,-0.15046121881651608,Snack Foods,-0.4128601025477249,OUT018,2009,Medium,Tier 3,Supermarket Type2,1267.0174,15,0.0005063089135122663,FD
576,DRB48,0.9210764837617961,Regular,-1.2817577519125376,Soft Drinks,-1.6317372129386045,OUT046,1997,Small,Tier 1,Supermarket Type1,353.5398,27,0.0,DR
577,DRE25,0.5897842099919727,Low Fat,0.13833386072184994,Soft Drinks,-0.7849634299748438,OUT035,2004,Small,Tier 2,Supermarket Type1,1118.544,20,0.0007954374674309537,DR
578,FDL08,-0.48691567975995276,Low Fat,-0.318915458371372,Fruits and Vegetables,1.6849082569442329,OUT013,1987,High,Tier 3,Supermarket Type1,4655.2736,37,0.00020201196432579794,FD
579,NCV42,-1.5612491961278085,Low Fat,-0.6717963819087768,Household,-0.4941269271149792,OUT049,1999,Medium,Tier 1,Supermarket Type1,1547.3192,25,0.0002855201646120403,NC
580,FDW03,-1.710330719324229,Regular,-0.8053641180666234,Meat,-0.5726894610334714,OUT049,1999,Medium,Tier 1,Supermarket Type1,1045.306,25,0.00023335509339166393,FD
581,FDL25,-1.4050685527791775,Regular,1.2701562220504459,Breakfast,-0.7886826325535452,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,275.6412,17,0.0014330094231196208,FD
582,FDC17,-0.16745527291048037,Low Fat,-0.9808803683957316,Frozen Foods,1.141776210589285,OUT018,2009,Medium,Tier 3,Supermarket Type2,2735.1064,15,7.319299382157244e-05,FD
583,FDK44,0.8855808830007439,Low Fat,1.0920352516264,Fruits and Vegetables,0.555327337654937,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,347.5476,22,0.0006975719839748299,FD
584,FDE34,-0.8667186079032145,Low Fat,0.809371740174009,Snack Foods,0.6707832049253656,OUT046,1997,Small,Tier 1,Supermarket Type1,3817.0314,27,0.0005903337210841996,FD
585,FDP10,1.4535104951775835,Low Fat,1.200390250849808,Snack Foods,-0.5882407381371606,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.5196,20,0.0012271293437662294,FD
586,FDZ22,-0.8193911402218114,Low Fat,-0.40256626032736265,Snack Foods,-0.9180421509148186,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,665.8,22,0.0005411476886370414,FD
587,NCK19,-0.7235530181669694,Low Fat,0.4701700646399149,Others,0.8214847795348865,OUT013,1987,High,Tier 3,Supermarket Type1,2324.9736,37,0.0004704209832222904,NC
588,FDO44,0.0,Low Fat,0.40503471555552156,Fruits and Vegetables,-0.5101856601836379,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.1612,39,0.000796809017897362,FD
589,NCU41,1.4180148944165314,LF,-0.27284166375389574,Health and Hygiene,0.773899541705837,OUT046,1997,Small,Tier 1,Supermarket Type1,2101.9306,27,0.00027515357486814466,NC
590,NCF31,-0.8821000348996705,Low Fat,-0.27482337527132256,Household,0.18161813692095244,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,1821.6288,22,0.0003411146048913215,NC
591,FDG14,-0.9128628888925828,Regular,-0.2974265660426367,Canned,0.18001226361408668,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,3643.2576,17,0.0003336765123283207,FD
592,NCH30,1.0038995522042522,Low Fat,0.019562558898084368,Household,-0.42405946298980757,OUT035,2004,Small,Tier 2,Supermarket Type1,2942.836,20,0.000585947279772398,NC
593,FDR36,-1.453579207152616,Regular,1.072843994154235,Baking Goods,-1.6178753145537386,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356,37,0.003018610698365528,FD
594,NCJ30,-1.6653696250268957,Low Fat,0.28119986035008543,Household,0.4301527251313559,OUT046,1997,Small,Tier 1,Supermarket Type1,2886.243,27,0.0004806351092806609,NC
595,FDR08,1.3825192936554784,Low Fat,-0.5510783527164894,Fruits and Vegetables,-0.4930702624790615,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2223.772,22,0.0003418236698987928,FD
596,FDU04,-1.1660648409880907,Low Fat,-1.2817577519125376,Frozen Foods,-0.28506470478733886,OUT018,2009,Medium,Tier 3,Supermarket Type2,487.3656,15,0.0,FD
597,NCQ50,1.3943511605758294,Low Fat,-0.6130584222966378,Household,1.1358184206208126,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,5770.4886,17,0.00016295631814957175,NC
598,FDL46,0.0,Low Fat,-0.239110838942353,Snack Foods,-0.37330423125300477,OUT027,1985,Medium,Tier 3,Supermarket Type3,1414.1592,39,0.0004568722493897913,FD
599,DRK37,-1.8594122425206494,Low Fat,-0.4288679443100487,Soft Drinks,0.76857446582027,OUT046,1997,Small,Tier 1,Supermarket Type1,5502.837,27,0.0002330101984082858,DR
600,FDK48,-1.2808339501154937,low fat,-1.2817577519125376,Baking Goods,-1.0302862715715155,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.8266,27,0.0,FD
601,FDV58,1.8912895712305646,Low Fat,1.068292740508775,Snack Foods,0.8503487463524939,OUT046,1997,Small,Tier 1,Supermarket Type1,1565.9616,27,0.0006251785246554181,FD
602,FDN27,1.8912895712305646,Low Fat,-1.2817577519125376,Meat,-0.4145077285605693,OUT018,2009,Medium,Tier 3,Supermarket Type2,1054.6272,15,0.0,FD
603,FDZ52,1.5008379628589867,Low Fat,0.6608822663454208,Frozen Foods,-0.44971168319368293,OUT049,1999,Medium,Tier 1,Supermarket Type1,1667.829,25,0.0008870816524852949,FD
604,NCF42,1.0630588868060065,Low Fat,1.9624272509810339,Household,0.5568914582558243,OUT046,1997,Small,Tier 1,Supermarket Type1,2812.3392,27,0.0009528201606182459,NC
605,FDQ48,0.34131500466460546,Regular,-0.6149321190429574,Baking Goods,-0.6876378723389306,OUT035,2004,Small,Tier 2,Supermarket Type1,489.363,20,0.00035045147016581,FD
606,FDW49,1.5718291643810918,Low Fat,0.3214976072380228,Canned,0.6151686005619866,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2865.6032,22,0.00046134712621625633,FD
607,FDR58,-1.4630447006888965,Low Fat,-0.4693980014521562,Snack Foods,-0.8068964476000178,OUT035,2004,Small,Tier 2,Supermarket Type1,1665.8316,20,0.0004618764752683859,FD
608,NCE07,-1.1069055063863367,Low Fat,-1.0258346508664433,Household,0.04532766936724594,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,2694.4926,17,9.181422851794731e-05,NC
609,FDK14,-1.3908703124747563,Low Fat,-0.48505357283250805,Canned,-0.9233672268003859,OUT046,1997,Small,Tier 1,Supermarket Type1,1555.9746,27,0.0004923238124211016,FD
610,FDC11,0.0,LF,1.4531344265957216,Starchy Foods,-0.8523266034512534,OUT027,1985,Medium,Tier 3,Supermarket Type3,3836.3396,39,0.0016049897175979216,FD
611,FDL22,0.944740217602498,Low Fat,-0.5750202831737737,Snack Foods,-0.8068546948940393,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,543.2928,22,0.00040181220027151875,FD
612,NCQ41,0.4596336738681138,Low Fat,-0.9045069090114093,Health and Hygiene,0.889438914388223,OUT013,1987,High,Tier 3,Supermarket Type1,1950.794,37,9.911518214232247e-05,NC
613,FDX46,-0.13195967214942778,Regular,-1.2817577519125376,Snack Foods,-1.3430975447625326,OUT013,1987,High,Tier 3,Supermarket Type1,177.7686,37,0.0,FD
614,FDC35,-1.283200323499564,Low Fat,1.1038862144406676,Starchy Foods,1.0594109686801343,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,1035.319,22,0.0005947262854663473,FD
615,FDH45,0.5306248753902185,reg,0.7658684180109633,Fruits and Vegetables,-1.5755733999042774,OUT035,2004,Small,Tier 2,Supermarket Type1,949.4308,20,0.0024638022043116073,FD
616,FDX33,-0.8667186079032145,Regular,1.0081898370171372,Snack Foods,0.31418940189595734,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,1283.6624,17,0.000735868185787299,FD
617,DRJ35,-0.6525618166448647,Low Fat,-0.3796166392637879,Hard Drinks,-1.3008373828190505,OUT013,1987,High,Tier 3,Supermarket Type1,484.7024,37,0.0007759208705770173,DR
618,FDC40,0.7435984799565336,Regular,-0.021751879687896478,Dairy,-0.9859127803561977,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832,37,0.0008167197036128775,FD
619,FDO19,1.1458819552484618,Regular,-0.9594325461010849,Fruits and Vegetables,-1.491685790100218,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,534.6374,22,0.00034571990753252366,FD
620,FDP13,-1.1258364934588978,Regular,1.3257221562831853,Canned,-1.6306805483026867,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856,25,0.0034103729466639626,FD
621,FDP24,1.8321302366288104,LF,0.32951190398909297,Baking Goods,-0.3342975686292327,OUT049,1999,Medium,Tier 1,Supermarket Type1,1332.9316,25,0.000691763785660317,FD
622,NCQ42,1.7729709020270563,Low Fat,-0.5175689068239464,Household,-0.20916470881163027,OUT018,2009,Medium,Tier 3,Supermarket Type2,3560.6984,15,0.0003081100636253808,NC
623,FDY59,-1.1033559463102312,Low Fat,-1.2817577519125376,Baking Goods,-0.7683554882352369,OUT018,2009,Medium,Tier 3,Supermarket Type2,647.8234,15,0.0,FD
624,FDU14,1.1577138221688128,Low Fat,-0.6068228708539447,Dairy,1.7292399954535722,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,4993.5,22,0.00014003469186689454,FD
625,FDB21,-1.2737348299632834,Low Fat,1.5962945838017595,Fruits and Vegetables,1.600937141728216,OUT035,2004,Small,Tier 2,Supermarket Type1,1691.7978,20,0.00061695691138723,FD
626,FDT32,1.4535104951775835,Regular,-0.004471958417548911,Fruits and Vegetables,0.7664611365484343,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.7926,15,0.0003491988666892043,FD
627,FDK20,-0.06096847062732305,Regular,-0.4750433577046495,Fruits and Vegetables,-0.27276692700336,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.7376,25,0.00033564393035243116,FD
628,FDX09,0.0,Low Fat,-0.023233579530278884,Snack Foods,0.5434952631299491,OUT027,1985,Medium,Tier 3,Supermarket Type3,4763.799,39,0.0003713933377946316,FD
629,FDM01,-1.1743471478323364,Regular,0.5507778658587562,Breakfast,-0.6160062876128715,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.5312,20,0.0009212350389542566,FD
630,DRI37,0.0,Low Fat,0.7935839849180157,Soft Drinks,-1.3200661097954622,OUT027,1985,Medium,Tier 3,Supermarket Type3,1288.9888,39,0.0018213319181362945,DR
631,FDL20,1.0038995522042522,Low Fat,1.2121950268348007,Fruits and Vegetables,-0.4593469230348783,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,2334.9606,22,0.0011449113433212976,FD
632,FDU13,-1.0654939721651084,Low Fat,2.3682744473060264,Canned,0.12122766534295427,OUT018,2009,Medium,Tier 3,Supermarket Type2,2207.127,15,0.0012678092227238393,FD
633,FDE05,0.0,Regular,-1.2817577519125376,Frozen Foods,0.06772639025141074,OUT019,1985,Small,Tier 1,Grocery Store,437.4306,39,0.0,FD
634,FDE58,1.3351918259740752,Low Fat,-0.2734120119809494,Snack Foods,-0.3626123267758917,OUT013,1987,High,Tier 3,Supermarket Type1,2370.248,37,0.00043935763484229687,FD
635,FDT32,0.0,Regular,-0.015814187746795667,Fruits and Vegetables,0.785731616230825,OUT027,1985,Medium,Tier 3,Supermarket Type3,5087.3778,39,0.00034391121274379824,FD
636,FDZ01,-0.9187788223527583,Regular,-0.9878783029393575,Canned,-0.6277966094318808,OUT010,1998,Unknown size,Tier 3,Grocery Store,103.199,26,0.00014880077331475285,FD
637,FDM08,-0.6525618166448647,Regular,-0.24319937149586734,Fruits and Vegetables,1.339555567062886,OUT046,1997,Small,Tier 1,Supermarket Type1,4697.8848,27,0.00023877943734826798,FD
638,FDS58,-0.8454212474465831,Regular,-0.8749505944179478,Snack Foods,0.28367780906550616,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,37,0.0001322918381573424,FD
639,FDZ26,-0.2976058090343397,Regular,1.5095587807481334,Dairy,1.5629871437403622,OUT046,1997,Small,Tier 1,Supermarket Type1,5736.5328,27,0.0006042970608696965,FD
640,FDC46,0.0,Low Fat,0.9661070069722398,Snack Foods,0.6814333566965003,OUT027,1985,Medium,Tier 3,Supermarket Type3,7192.6374,39,0.0006322862769085835,FD
641,FDY51,-0.08463220446802462,Low Fat,0.29718707370933795,Meat,1.2812784247567233,OUT018,2009,Medium,Tier 3,Supermarket Type2,6611.394,15,0.0003689890787110053,FD
642,FDL34,0.7435984799565336,Low Fat,-0.4836635876674767,Snack Foods,0.02178877843520596,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,3246.4408,17,0.00028927025435968913,FD
643,DRG39,0.3058194039035529,Low Fat,-0.4608838286986414,Dairy,-1.4339578564650037,OUT018,2009,Medium,Tier 3,Supermarket Type2,1262.3568,15,0.0008192320428951105,DR
644,NCG43,1.7374753012660034,Low Fat,0.16299780199077643,Household,-0.7522967551665782,OUT018,2009,Medium,Tier 3,Supermarket Type2,1758.3778,15,0.0007917671345205649,NC
645,FDT01,0.18750073470004458,Regular,2.294983062367548,Canned,1.1337050913489772,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,4672.5844,22,0.000872163313801868,FD
646,NCR38,1.0393951529653045,Low Fat,0.9308796358595547,Household,1.801462541556558,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,3775.086,17,0.00045092029383929686,NC
647,DRF01,-1.7044147858640535,Low Fat,2.1168876371558327,Soft Drinks,0.1030556030024602,OUT049,1999,Medium,Tier 1,Supermarket Type1,2478.7734,25,0.001189554135331205,DR
648,FDF53,1.8676258373898627,Regular,0.33838153895364403,Frozen Foods,0.6622463824260667,OUT035,2004,Small,Tier 2,Supermarket Type1,3067.3406,20,0.00045870564303266505,FD
649,FDS45,-1.8180007082994216,Regular,-0.7105488178869038,Snack Foods,-0.5705761317616361,OUT013,1987,High,Tier 3,Supermarket Type1,3281.7282,37,0.00027944996406295336,FD
650,FDR20,1.6901478335846,Regular,-0.7335855601412425,Fruits and Vegetables,-1.5210572128827948,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,1086.5856,17,0.0006111982435212559,FD
651,FDY07,-0.2502783413529361,Low Fat,-1.2817577519125376,Fruits and Vegetables,-1.5167888016331454,OUT010,1998,Unknown size,Tier 3,Grocery Store,229.701,26,0.0,FD
652,FDD38,0.9210764837617961,Regular,-1.1226653093682983,Canned,-0.6122453323281916,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,1528.011,22,7.979536762861703e-05,FD
653,DRF15,1.299696225213023,Low Fat,-0.6353884847430925,Dairy,0.2254841721713004,OUT018,2009,Medium,Tier 3,Supermarket Type2,1990.742,15,0.0002151095243623979,DR
654,FDH32,-0.013641002945919469,Low Fat,0.19242266921699433,Fruits and Vegetables,-0.7363215275098763,OUT046,1997,Small,Tier 1,Supermarket Type1,868.869,27,0.0007994454231088594,FD
655,NCJ42,1.630988498982846,Low Fat,-1.0045723123972936,Household,-0.6095827943854082,OUT046,1997,Small,Tier 1,Supermarket Type1,1230.3984,27,0.00013880308483090888,NC
656,FDB56,-0.972022223494337,Regular,0.17054379569151645,Fruits and Vegetables,0.7493457388438578,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778,15,0.0003993017048252224,FD
657,FDD03,0.10467766625758884,Low Fat,0.2713322952698401,Dairy,1.494059849663065,OUT018,2009,Medium,Tier 3,Supermarket Type2,4194.54,15,0.00034239782506516255,FD
658,NCL18,1.4180148944165314,Low Fat,1.9636167120438088,Household,0.8610824035355852,OUT013,1987,High,Tier 3,Supermarket Type1,1166.4816,37,0.0008603942941294956,NC
659,FDW22,-0.7483999386997062,Regular,-0.6937627836428173,Snack Foods,1.315509220165876,OUT049,1999,Medium,Tier 1,Supermarket Type1,5764.4964,25,0.0001360965836650795,FD
660,FDE32,1.8557939704695117,Low Fat,-0.33690101283240637,Fruits and Vegetables,-1.6611503884271597,OUT035,2004,Small,Tier 2,Supermarket Type1,113.8518,20,0.001298239974860588,FD
661,FDA34,0.0,Low Fat,-0.9951281815005002,Starchy Foods,0.5366060666434944,OUT027,1985,Medium,Tier 3,Supermarket Type3,7443.644,39,8.479309435347004e-05,FD
662,FDJ08,-0.415924478237848,Low Fat,0.8753999700183813,Fruits and Vegetables,0.8156522476843501,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,3057.3536,17,0.0005803287177385463,FD
663,FDG38,-0.9187788223527583,Regular,-0.2606225824132264,Canned,-0.9261132701551265,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408,37,0.0006323060785575067,FD
664,FDD29,-0.16745527291048037,Low Fat,-0.9234752757841789,Frozen Foods,1.8014207888505795,OUT018,2009,Medium,Tier 3,Supermarket Type2,1522.0188,15,7.301625628333237e-05,FD
665,NCE31,-1.227590548973915,Low Fat,2.2978621512225414,Household,-1.6953394311303343,OUT013,1987,High,Tier 3,Supermarket Type1,450.0808,37,0.005214043295616234,NC
666,FDS19,0.22299633546109718,Regular,-0.03834076226291752,Fruits and Vegetables,-1.0292296069355977,OUT013,1987,High,Tier 3,Supermarket Type1,607.2096,37,0.0008342372420716451,FD
667,FDU11,-1.910289270278158,Low Fat,0.5113804423419778,Breads,-0.33535423326515035,OUT013,1987,High,Tier 3,Supermarket Type1,1325.6078,37,0.0007702668558269184,FD
668,FDL02,1.6901478335846,Regular,0.7387018212056222,Canned,-0.5721820050685018,OUT049,1999,Medium,Tier 1,Supermarket Type1,1270.3464,25,0.0009893984559927564,FD
669,FDO51,0.0,Regular,-0.4720020238022957,Meat,-1.5670365774049784,OUT027,1985,Medium,Tier 3,Supermarket Type3,1107.8912,39,0.0009624055773625239,FD
670,DRK23,-1.056028478628828,Low Fat,0.11896202301957427,Hard Drinks,1.8164228572833205,OUT018,2009,Medium,Tier 3,Supermarket Type2,3542.056,15,0.0002844105169536882,DR
671,FDO27,-1.5813633698924048,Regular,2.2032247953481394,Meat,-0.7341664455320625,OUT018,2009,Medium,Tier 3,Supermarket Type2,1534.0032,15,0.0018872378226442977,FD
672,FDB16,-1.0998063862341259,Low Fat,-0.40966143336132493,Dairy,-0.8314084977560183,OUT049,1999,Medium,Tier 1,Supermarket Type1,1308.297,25,0.0005043233788912326,FD
673,FDA44,1.619156632062495,Low Fat,-0.24437084624829103,Fruits and Vegetables,-1.3746240495229234,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,1471.418,17,0.0009662550322242883,FD
674,NCB18,1.5954928982217937,Low Fat,-0.4782004978616893,Household,-0.8244775485635855,OUT018,2009,Medium,Tier 3,Supermarket Type2,1239.7196,15,0.00046245091543467256,NC
675,NCL53,-1.2678188965031079,Low Fat,-0.5794598201243365,Health and Hygiene,0.5509754209933303,OUT046,1997,Small,Tier 1,Supermarket Type1,3896.2616,27,0.00020669902591401848,NC
676,FDR16,-1.6594536915667204,Regular,0.761971668367929,Frozen Foods,1.179176999906191,OUT018,2009,Medium,Tier 3,Supermarket Type2,1496.0526,15,0.0004917680991391734,FD
677,NCQ05,-0.34611646340777813,LF,-1.2817577519125376,Health and Hygiene,0.17147544111478774,OUT013,1987,High,Tier 3,Supermarket Type1,3460.8284,37,0.0,NC
678,FDF44,-1.3459092181774233,Regular,-0.1194054312701201,Fruits and Vegetables,-0.14125232666427254,OUT018,2009,Medium,Tier 3,Supermarket Type2,2870.9296,15,0.0004536519038282319,FD
679,FDU50,-1.6819342387153868,Regular,0.18341726474381156,Dairy,-0.42194613371797196,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,1259.6936,17,0.0006589695478287552,FD
680,FDG20,0.6252798107530253,Regular,2.7957040337627013,Fruits and Vegetables,0.5975457468924407,OUT010,1998,Unknown size,Tier 3,Grocery Store,177.1028,26,0.0011805415290893297,FD
681,FDD58,-1.2062931885172836,Low Fat,-0.13162199297679636,Snack Foods,-0.6619856521350552,OUT035,2004,Small,Tier 2,Supermarket Type1,798.96,20,0.0005947781798135713,FD
682,FDT01,0.18750073470004458,Regular,2.307934562546431,Canned,1.156187317645099,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,3185.853,17,0.0008695678956120986,FD
683,FDK15,-0.48691567975995276,Low Fat,0.6286448673652287,Meat,-0.6855245430670952,OUT049,1999,Medium,Tier 1,Supermarket Type1,1488.063,25,0.001002671625423939,FD
684,FDJ08,-0.415924478237848,Low Fat,0.8666017763684366,Fruits and Vegetables,0.7755054150127032,OUT049,1999,Medium,Tier 1,Supermarket Type1,5159.2842,25,0.0005855952887873604,FD
685,FDS10,0.0,Low Fat,-0.6031001503926384,Snack Foods,0.6590346358123351,OUT027,1985,Medium,Tier 3,Supermarket Type3,5954.2494,39,0.0001923575990568681,FD
686,FDJ55,-0.013641002945919469,Regular,-0.8249764451426469,Meat,1.3786039823926362,OUT049,1999,Medium,Tier 1,Supermarket Type1,4500.808,25,0.00010389480004443653,FD
687,FDU32,-0.9637399166500914,Low Fat,-1.2817577519125376,Fruits and Vegetables,-0.2882764514010706,OUT010,1998,Unknown size,Tier 3,Grocery Store,121.8414,26,0.0,FD
688,FDG09,1.8321302366288104,Regular,-0.3528419618351843,Fruits and Vegetables,0.7220458926271381,OUT035,2004,Small,Tier 2,Supermarket Type1,4318.3788,20,0.0002577347495853849,FD
689,FDE39,-1.1755303345243715,Low Fat,-0.5799856871205107,Dairy,-0.3198029561614614,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,3456.1678,22,0.0002990446339638349,FD
690,FDU56,0.944740217602498,Low Fat,-0.42164975499182006,Fruits and Vegetables,0.7199743160612814,OUT013,1987,High,Tier 3,Supermarket Type1,1659.8394,37,0.00023880916940847,FD
691,NCH55,0.8264215483989897,Low Fat,-0.6083830088407146,Household,-0.21825073998187733,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,759.012,22,0.00027270083672155854,NC
692,FDX33,0.0,Regular,0.9842830069995576,Snack Foods,0.29652479552043287,OUT027,1985,Medium,Tier 3,Supermarket Type3,4974.1918,39,0.0007332090935658212,FD
693,FDR24,1.0630588868060065,Regular,-0.06110850451578549,Baking Goods,-0.8512699388153355,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,1707.777,22,0.0007158104179216439,FD
694,FDC33,0.0,Regular,0.04792100072759372,Fruits and Vegetables,0.9054558947509032,OUT027,1985,Medium,Tier 3,Supermarket Type3,7488.9184,39,0.00034758139254461516,FD
695,NCV54,0.0,Low Fat,-0.643154384346036,Household,-0.3883062996857458,OUT027,1985,Medium,Tier 3,Supermarket Type3,2488.7604,39,0.0002820643185141304,NC
696,NCQ02,-0.06096847062732305,Low Fat,-1.1373583417996598,Household,0.7348928790820649,OUT013,1987,High,Tier 3,Supermarket Type1,2816.334,37,3.989309022058777e-05,NC
697,NCU17,-1.783688294230404,Low Fat,0.5212868679311174,Health and Hygiene,-0.634727558624314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2954.1546,25,0.000916823708895665,NC
698,NCZ06,0.0,Low Fat,1.9136210489705663,Household,1.8351441282947627,OUT019,1985,Small,Tier 1,Grocery Store,761.0094,39,0.0006458457483023844,NC
699,FDV37,0.03368646473548369,Regular,0.33658538878891403,Canned,0.9386300255241383,OUT035,2004,Small,Tier 2,Supermarket Type1,593.2278,20,0.0004186572126516602,FD
700,DRH25,0.0,Low Fat,-1.0002882174823096,Soft Drinks,-1.4574967473970437,OUT027,1985,Medium,Tier 3,Supermarket Type3,1298.31,39,0.0002891035068999291,DR
701,NCI43,1.654652232823548,Low Fat,-0.7785326713459737,Household,-1.5200423009528554,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5024,20,0.0005603180786229757,NC
702,NCQ53,1.1222182214077605,Low Fat,-0.9132658932800602,Health and Hygiene,1.5443076254348982,OUT017,2007,Unknown size,Tier 2,Supermarket Type1,3072.667,17,8.016673202366345e-05,NC
703,NCT18,0.4123062061867102,Low Fat,-0.1305966957595763,Household,0.655273680527655,OUT035,2004,Small,Tier 2,Supermarket Type1,3259.7568,20,0.000326703537340427,NC
704,FDF14,-1.255987029582757,Low Fat,-0.7543390875981718,Canned,0.1885490861133856,OUT049,1999,Medium,Tier 1,Supermarket Type1,2756.412,25,0.00017816634148257754,FD
705,FDM14,0.22299633546109718,Low Fat,-1.024678177627179,Canned,-0.5470789935355747,OUT046,1997,Small,Tier 1,Supermarket Type1,2930.1858,27,0.0001240488041195076,FD
706,FDX57,1.0393951529653045,Regular,0.25161294189450695,Snack Foods,-0.6710299305993238,OUT010,1998,Unknown size,Tier 3,Grocery Store,97.2068,26,0.0007974649620792123,FD
707,NCV05,-0.6525618166448647,Low Fat,-0.6962624543820397,Health and Hygiene,0.19548003530581876,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.656,27,0.0001972277717712071,NC
708,FDX39,0.34131500466460546,Regular,-0.3197456583903211,Meat,1.1492563684526664,OUT013,1987,High,Tier 3,Supermarket Type1,3165.879,37,0.00023351121526016822,FD
709,FDA23,-0.7235530181669694,Low Fat,-0.3671880212838866,Baking Goods,-0.6486312097151585,OUT046,1997,Small,Tier 1,Supermarket Type1,1619.2256,27,0.0004690485837203384,FD
710,NCV06,-0.36859701055644445,Low Fat,0.010646504522659122,Household,0.8584198655928018,OUT046,1997,Small,Tier 1,Supermarket Type1,387.4956,27,0.0003429266517800664,NC
711,NCE31,-1.227590548973915,Low Fat,2.308109115036758,Household,-1.6808865713685415,OUT045,2002,Unknown size,Tier 2,Supermarket Type1,415.4592,22,0.005099402173913044,NC
712,DRI39,0.22299633546109718,Low Fat,1.8670490839490406,Dairy,-1.366594682988594,OUT010,1998,Unknown size,Tier 3,Grocery Store,226.372,26,0.0029066617286601184,DR
713,FDH21,-0.5827538018147947,Low Fat,-0.6756198877298097,Seafood,0.3062017880676065,OUT049,1999,Medium,Tier 1,Supermarket Type1,1267.6832,25,0.0001953859855404585,FD
714,FDR26,1.8557939704695117,Low Fat,-0.45150389032327404,Dairy,0.5590047875276597,OUT046,1997,Small,Tier 1,Supermarket Type1,1593.9252,27,0.0002436637983012785,FD
715,FDA14,0.0,Low Fat,0.9302370322822968,Dairy,0.09929464771778007,OUT019,1985,Small,Tier 1,Grocery Store,585.904,39,0.0007754485649834212,FD
